S.no,Title,Authors,Year,Snippets,DOI,ArticleURL
429,Separation of large and small granules from horseshoe crab (Tachypleus tridentatus) hemocytes and characterization of their components.,"T Shigenaga, Y Takayenoki, S Kawasaki, N Seki, T Muta, Y Toh, A Ito, S Iwanaga",1993,"We designed a method for separating two types of granules, a smaller (S) but dense and a larger (L) but less dense granule from hemocytes of the horseshoe crab (Tachypleus tridentatus), using continuous sucrose density gradient centrifugation. The isolated L-granules contained at least three clotting factors plus a clottable protein, coagulogen, as the major component. The known anti-lipopolysaccharide factor and 7 additional unknown protein components were also present in the L-granules. Two known natural substrates, Pro-rich protein and 8.6 kDa protein, for limulus transglutaminase [Tokunaga, F., Yamada, M., Miyata, T., Ding, Y.-L., Hiranaga-Kawabata, M., Muta, T., Iwanaga, S., Ichinose, A., & Davie, E.W. (1993) J. Biol. Chem. 268, 252-261] were present in the L-granules. On the other hand, the isolated S-granules contained antimicrobial tachyplesins I and II (17 amino acids in length) as the major component, in addition to 6 unidentified proteins with molecular masses of less than 30 kDa. The structural analyses of tachyplesin analogs indicated that all these peptides of mature form are stored in the S-granules, together with a processing intermediate containing the COOH-terminal Gly-Lys sequence. We also found an Arg-rich protein of 22 kDa and a Leu-rich protein of 30 kDa in S-granules. Based on these observations, we speculate that protein components in L-granules, which probably contain all the factors essential for the limulus clotting system, participate in immobilization of invading microbes and that factors in the S-granules containing tachyplesins contribute to a self-defense system against invaders.",10.1093/oxfordjournals.jbchem.a124173,
430,"Crystal structure of an endotoxin-neutralizing protein from the horseshoe crab, Limulus anti-LPS factor, at 1.5 A resolution.","A Hoess, S Watson, G R Siber, R Liddington",1993,"Lipopolysaccharide (LPS), or endotoxin, is the major mediator of septic shock, a serious complication of Gram-negative bacterial infections in humans. Molecules that bind LPS and neutralize its biological effects or enhance its clearance could have important clinical applications. Limulus anti-LPS factor (LALF) binds LPS tightly, and, in animal models, reduces mortality when administered before or after LPS challenge or bacterial infection. Here we present the high resolution structure of a recombinant LALF. It has a single domain consisting of three alpha-helices packed against a four-stranded beta-sheet. The wedge-shaped molecule has a striking charge distribution and amphipathicity that suggest how it can insert into membranes. The binding site for LPS probably involves an extended amphipathic loop, and we propose that two mammalian LPS-binding proteins will have a similar loop. The amphipathic loop structure may be used in the design of molecules with therapeutic properties against septic shock.",10.1002/j.1460-2075.1993.tb06008.x,
431,Isolation and characterization of a sialic acid-specific lectin from hemolymph of the Southeast Asian horseshoe crab Tachypleus gigas.,"I Tsuboi, M Matsukawa, N Sato",1993,"A lectin was isolated from hemolymph of the Southeast Asian horseshoe crab Tachypleus gigas by using glycophorin HA affinity chromatography and Sephacryl S-300 gel filtration. The purified lectin had a molecular mass of approximately 396kDa and was composed of 13 identical subunits with molecular masses of 31 kDa. The serological specificity of the purified lectin was specifically inhibited by sialic acids sialoglycoproteins, but not by neutral sugars, hexosamines, N-acetylhexosamines, or asialoglycoproteins. Although the N-terminal amino acid sequence of the lectin from T. gigas was identical to that from American horseshoe crab (liphemin) by the same purification method and cross reacted with the anti-liphemin serum, the calcium concentration of hemagglutinating activity of the purified lectin showed a smaller optimal concentration than that of liphemin.",10.1271/bbb.57.1237,
432,"Photoreceptor cells dissociated from the compound lateral eye of the horseshoe crab, Limulus polyphemus, I: Structure and ultrastructure.","R N Jinks, W J Hanna, G H Renninger, S C Chamberlain",1993,"Isolated photoreceptors are desirable for whole-cell and patch-clamp studies of functional properties of visual processes that cannot be clearly analyzed when the photoreceptors are coupled. The retina of the compound lateral eye of the horseshoe crab, Limulus polyphemus, was dissociated into individual retinular cells using an enzyme pretreatment consisting of collagenase, papain, and trypsin, and a two-stage mechanical dissociation. These photoreceptors are functionally viable in an organ culture medium for up to 1 week and possess naked arhabdomeral and rhabdomeral segment membranes which are easily accessible for whole-cell recordings. A dissection technique was also developed whereby the retinal epidermis and neural plexus, as well as the second-order eccentric cells, could be separated from the ommatidia of the compound lateral eye in one simple step, providing viable isolated ommatidia attached to the cornea. The enzyme pretreatment used for dissociating the retina was then used to remove the individual ommatidia from the corneal cones. Hoffman modulation contrast microscopy was used to develop a reliable method for sorting and collecting viable isolated retinular cells for morphological and electrophysiological studies. Morphological analysis using light microscopy and scanning and transmission electron microscopy revealed that isolated retinular cells are morphologically nearly identical to retinular cells in situ. Isolated retinular cells possess a normal rhabdomere with no apparent loss of microvillar membrane as a result of the isolation process. Ommatidia can presently be isolated with up to six retinular cells possessing essentially normal structure and ultrastructure including thick rays of rhabdom. Isolated ommatidia possess naked A-segment membranes which are also well suited for whole-cell recording techniques.",10.1017/s0952523800005307,
433,"Opsins from the lateral eyes and ocelli of the horseshoe crab, Limulus polyphemus.","W C Smith, D A Price, R M Greenberg, B A Battelle",1993,"cDNA clones encoding opsins from the lateral eyes and median ocelli of the horseshoe crab, Limulus polyphemus, were isolated from cDNA libraries. The opsin cDNAs obtained from the lateral eye and ocellar libraries code for deduced proteins with 376 amino acids. The two cDNAs are 96% identical at the nucleic acid level, differing primarily at the 3' untranslated region, and are apparently the products of two separate genes. The deduced opsin proteins are 99% identical to each other, differing at only 5 amino acids. The opsins encoded by these cDNAs are most likely the protein moiety of the visible-wavelength rhodopsins in this animal. In the lateral eye, expression of the opsin gene is restricted to the photoreceptor cells of the ommatidia. Comparisons with opsins of other species show that the Limulus opsin proteins are most similar (53% identity) to the opsin from the R1-6 photoreceptors of flies.",10.1073/pnas.90.13.6150,
434,"Photoreceptor cells dissociated from the compound lateral eye of the horseshoe crab, Limulus polyphemus, II: Function.","W J Hanna, E C Johnson, D Chaves, G H Renninger",1993,"A combination of enzymatic digestions and mechanical disruption was used to isolate photoreceptor cells from the compound lateral eye of the horseshoe crab, Limulus polyphemus. The cells were maintained in a culture medium and tested for function using whole-cell and cell-attached patch configurations of the gigaseal technique. The cells dissociated from the eye generated spontaneous voltage and current bumps in the dark, and depolarized in a graded fashion to increasing intensities of light over several decades, producing responses similar to those of cells in vivo. Currents evoked during voltage clamp were similar to those in ventral photoreceptor cells of Limulus, although transient currents in the dark- and light-activated currents were smaller in isolated lateral eye cells, perhaps because of the slow speed and spatial nonuniformity of the clamp in these large cells. In addition to isolated cells, dissociation of the compound eye produced small clusters of cells and isolated ommatidia which were also tested for function. Comparison of the electrical characteristics of isolated cells with those of cells in small clusters and in their ommatidial matrix suggests that the electrical junctions normally connecting photoreceptor cells within an ommatidium are functional in the latter groups, but not in isolated cells. Cell-attached patches of rhabdomeral membrane of isolated cells contained light-activated channels, resembling those observed in ventral photoreceptor cells, but no voltage-activated channels. Similar patches of arhabdomeral membrane contained voltage-activated channels, but no light-activated channels. We conclude that this preparation is suitable for studies of processes involved in generating the light response in invertebrate photoreceptor cells.",10.1017/s0952523800005319,
435,"Eggshell formation in Bdelloura candida, an ectoparasitic turbellarian of the horseshoe crab Limulus polyphemus.","L G Huggins, J H Waite",1993,"The marine triclad Bdelloura candida (Turbellaria) episodically deposits stalked eggshells onto the gill lamellae of the horseshoe crab Limulus polyphemus. Ultrastructural and biochemical analyses indicate that the eggshells consist of primary inner and secondary outer layers. Protein of the primary layer is rich in glycine, aspartate/asparagine, serine, and 3,4-dihydroxyphenylalanine (Dopa). In this regard it resembles the eggshell compositions of other members of the phylum Platyhelminthes. The primary layer appears to be derived from precursors produced in the vitelline cells of the flatworm. Each egg-laying episode consumes all of the precursor-containing vitelline cells. A Dopa-containing protein, vitelline protein 1 (Vp1), has been isolated from B. candida and resembles the primary eggshell layer in its composition. Vp1 has an apparent molecular weight of 34.4 and an acidic pI. Dopa-containing proteins are presumed to be directly involved in the cross-linking reactions that accompany quinone-tanning. The secondary outer layer of the eggshell may serve to adhere the eggshell to the gill. Its amino acid composition is unlike that of the primary eggshell and nothing is known about its precursors.",10.1002/jez.1402650511,
436,"Isolation and characterization of a sialic acid-specific binding lectin from the hemolymph of Asian horseshoe crab, Tachypleus tridentatus.","I Tsuboi, M Matsukawa, N Sato, S Kimura",1993,"A lectin was isolated from the hemolymph of Asian horseshoe crab Tachypleus tridentatus by using glycophorin HA affinity chromatography and Sephacryl S-300 gel filtration. The lectin's molecular weight was approx. 533 kDa; being a simple protein comprised of two non-identical subunits with molecular weights of 30 and 32 kDa. The hemagglutinating activity of the lectin against equine erythrocytes was strongly inhibited by several sialoglycoproteins and weakly inhibited by sialic acid, although not inhibited by neutral sugars, hexosamines, N-acetylhexosamines, glucuronic acid, or several asialoglycoproteins. In addition, glycophorin HA was more effective than glycophorin HA digested with trypsin in inhibiting hemagglutination of the lectin. These results suggest that the purified lectin specifically reacts with sialic acids containing glycoprotein.",10.1016/0304-4165(93)90039-b,
437,Horseshoe crab transglutaminase.,"F Tokunaga, S Iwanaga",1993,,10.1016/0076-6879(93)23059-v,
438,"N epsilon(gamma-glutamyl)lysine crosslinks in the blood clot of the horseshoe crab, Limulus polyphemus.","J Wilson, F R Rickles, P B Armstrong, L Lorand",1992,"Clots were allowed to form in samples of whole blood taken from the American horseshoe crab, Limulus polyphemus, in the absence and presence of dansylcadaverine (16), and were analyzed for their contents of N epsilon(gamma-glutamyl)lysine and gamma-glutamyl-dansylcadaverine. Clots obtained without dansylcadaverine yielded significant amounts of N epsilon(gamma-glutamyl)lysine product. Clots formed in the presence of dansylcadaverine yielded only gamma-glutamyl-dansylcadaverine. Formation of these products reflects on the activity of transglutaminase released from the blood cells during coagulation.",10.1016/0006-291x(92)91106-z,
439,"A Hemolytic Activity in the Blood of the American Horseshoe Crab, Limulus polyphemus that Resembles the Mammalian Complement System.","P B Armstrong, M T Armstrong, J P Quigley",1992,,10.1086/BBLv183n2p378,
440,"Preparation and properties of monoclonal antibodies against lipopolysaccharide-sensitive serine protease zymogen, factor C, from horseshoe crab (Tachypleus tridentatus) hemocytes.","Y Miura, F Tokunaga, T Miyata, M Moriyasu, K Yoshikawa, S Iwanaga",1992,"Seventeen murine monoclonal antibodies (mAbs) against horseshoe crab clotting factor, factor C, were prepared and characterized. When the binding sites of these mAbs were analyzed by immunoblotting, ten mAbs recognized nonreduced factor C, five mAbs were directed against the heavy chain, and two mAbs were directed against the B chain. Three mAbs, 1H4, 2C12, and 2A7, one selected from each group, were used for further study. The mAb 1H4, which recognized only nonreduced factor C molecule, inhibited the factor C activity in a dose-dependent manner. It also inhibited lipopolysaccharide (LPS)- and alpha-chymotrypsin-mediated activations of the zymogen factor C, suggesting that 1H4 binds close to the active site and/or the substrate-binding site located in the serine protease domain (B chain) of factor C. On the other hand, 2C12 and 2A7 recognized, respectively, an epitope located in the heavy and the B chains, and inhibited LPS-mediated activation of factor C, but not alpha-chymotrypsin-mediated activation of factor C or factor C activity. Both F(ab')2 and Fab' fragments derived from 2C12 inhibited LPS-mediated activation in the same manner. These three mAbs did not bind with LPS, although a factor C-mAb complex was able to bind LPS, suggesting that the LPS-mediated activation of the zymogen factor C was induced through intermolecular interaction between the LPS-bound factor C molecules. The dissociation constants (Kd) for 1H4, 2C12, and 2A7 binding to factor C were determined as 1.9 x 10(-9), 0.6 x 10(-10), and 1.8 x 10(-10) M, respectively.(ABSTRACT TRUNCATED AT 250 WORDS)",10.1093/oxfordjournals.jbchem.a123924,
441,"Mechanisms of antibacterial action of tachyplesins and polyphemusins, a group of antimicrobial peptides isolated from horseshoe crab hemocytes.","M Ohta, H Ito, K Masuda, S Tanaka, Y Arakawa, R Wacharotayankun, N Kato",1992,"Tachyplesins I and II and polyphemusins I and II, cationic peptides isolated from the hemocytes of horseshoe crabs, show bactericidal activities with similar efficiencies for both gram-negative and gram-positive bacteria. Tachyplesin I inhibited bacterial growth irreversibly within 40 min. A subinhibitory concentration of tachyplesin I sensitized gram-negative bacteria to the bactericidal actions of novobiocin and nalidixic acid, although polymyxin B-resistant strains which have altered lipopolysaccharides were susceptible to tachyplesin I. This implies that tachyplesin permeabilizes the outer membrane and that the likely target of its action is outer membrane constituents other than lipopolysaccharides. On the other hand, a defensin-susceptible phoP strain of Salmonella typhimurium was also susceptible to tachyplesin I. Tachyplesin I rapidly depolarized the inverted inner-membrane vesicles of Escherichia coli. These results suggest that depolarization of the cytoplasmic membrane, preceded by the permeabilization of the outer membrane for gram-negative bacteria, is associated with tachyplesin-mediated bactericidal activity. The similarity between the actions of tachyplesin and those of defensin was discussed.",10.1128/AAC.36.7.1460,
442,"Reaction of proteinases with alpha 2-macroglobulin from the American horseshoe crab, Limulus.","J P Quigley, A Ikai, H Arakawa, T Osada, P B Armstrong",1991,"The products generated by the reaction of Limulus alpha 2-macroglobulin with trypsin were analyzed by sodium dodecyl sulfate-polyacrylamide gel electrophoresis under reducing conditions. Unreacted Limulus alpha 2-macroglobulin had a subunit molecular mass of 185 kDa. Trypsin-reacted samples contained two prominent peptides smaller (85 and 100 kDa) and three peptides larger (200, 250, and 300-350 kDa) than the unreacted subunit. Reaction of methylamine-treated Limulus alpha 2-macroglobulin with trypsin resulted in the same two prominent reaction products smaller than 185 kDa, but all of the reaction products larger than 185 kDa were absent. The covalent binding of biotinylated trypsin with Limulus alpha 2-macroglobulin was detected by probing Western blots with horseradish peroxidase-avidin. Surprisingly, the only reaction products that contained trypsin were bands at 100 and 120 kDa. The staining of these bands with horseradish peroxidase-avidin was weak: most of the biotinylated trypsin that remained associated with alpha 2-macroglobulin during gel filtration chromatography was located at the dye front following reducing sodium dodecyl sulfate-polyacrylamide gel electrophoresis. The reaction products larger than 185 kDa did not contain trypsin. Methylamine-reacted Limulus alpha 2-macroglobulin failed to bind any biotinylated trypsin. In contrast to the reaction of trypsin with Limulus alpha 2-macroglobulin, all high molecular mass bands generated by the reaction of human alpha 2-macroglobulin with biotinylated trypsin stained intensely with horseradish peroxidase-avidin. Thus, Limulus alpha 2-macroglobulin forms thiol ester-dependent, high molecular mass products involving isopeptide bonding between trypsin-generated fragments, without the incorporation of trypsin into the complexes. Most of the alpha 2-macroglobulin-associated trypsin is non-covalently trapped rather than covalently cross-linked.",,
443,[Studies on antiaggregating drugs of horseshoe crab amebocytes].,"I J Chen, S J Hwang, Y M Chen",1991,"The effects of drugs on amebocyte spontaneous aggregation and endotoxin induced aggregation were studied. N-Ethylmaleimide, ethylenediamine tetraacetate, propranolol, verapamil and lidocaine but not dibutyryl cyclic AMP could reduce the aggregating rate of amebocytes. The speed of degranulation induced by endotoxin was reduced by N-ethylmaleimide, ethylenediamine tetraacetate, propranolol, verapamil and caffeine. These results suggest that Ca+2 and c-AMP may play an important role in amebocyte spontaneous aggregation and endotoxin induced aggregation. The blocking agent of Ca+2 and c-AMP can also antagonize the aggregation of amebocytes.",,
444,Induction of Secondary Embryos by Intra- and Interspecific Grafts of Center Cells under the blastopore in Horseshoe Crabs: (interspecific graft/secondary embryo/organizer/induction/horseshoe crab).,"Tomio Itow, Shigeki Kenmochi, Taeko Mochizuki",1991,"When the cell mass (center cells) of the early gastrulae in both American and Asian horseshoe crabs was grafted into the embryo of the homologous species, secondary embryos were formed as a result of these grafts. Secondary embryos were also formed in a similar way when the center cells of heterologous embryos were grafted between the American and Asian horseshoe crab embryos. The characteristics of the secondary embryos were similar to the host embryos in both cases, indicating that the center cells played the roles same as those by the amphibian organizer. The homogenate of center cells also induced the formation of secondary embryos. This is the first published study in which secondary embryos of horseshoe crabs have been induced by grafting. The fact may mean that this type of embryonic induction is widespread in the animal kingdom.",10.1111/j.1440-169X.1991.00251.x,
445,A novel trypsin inhibitor from the hemolymph of the horseshoe crab Limulus polyphemus.,"M A Donovan, T M Laue",1991,"Trypsin inhibitory activity from the hemolymph of Limulus polyphemus was found to co-purify with coagulogen (the clottable protein in blood coagulation) after acidification, ammonium sulfate precipitation, and gel filtration. Limulus trypsin inhibitor (LTI) was separated from coagulogen by ion-exchange chromatography on carboxymethyl-Sephadex. LTI is an inhibitor of trypsin (Ki = 3.3 nM) on both high and low molecular weight substrates. It also inhibits chymotrypsin but has little or no effect on thrombin, thermolysin, pepsin, or papain, nor does LTI inhibit the proteolytic cascade produced in endotoxin-stimulated Limulus amoebocyte lysate coagulation. Electrophoresis under nonreducing conditions on denaturing polyacrylamide gel yields a doublet migrating with an estimated Mr of 20,000. Under reducing conditions, a single broad band migrates with an estimated Mr of 15,000. The native structure is a monomer of moderate asymmetry with a molecular weight of 16,300 and a so20,w = 1.5(5), as determined by analytical ultracentrifugation. The amino acid composition of LTI yields a calculated molecular weight of 15,680 and a calculated partial specific volume of 0.71(7) ml/g. LTI does not contain methionine, tryptophan, or detectable levels of reducing carbohydrate. The NH2-terminal sequence (V-S-P-P-F-I-K-Q-T-K-F-S-T-X-F-L-G-X-S-S) consists primarily of hydrophobic amino acid residues. Comparison of the amino acid composition and amino-terminal sequence of LTI with those of other known protease inhibitors reveals no significant similarity to other trypsin inhibitors. The novel physical characteristics suggest that LTI represents a new type of protease inhibitor.",,
446,Cytomorphic studies on the neurosecretory cells in the central nervous system of the Indian horseshoe crab Carcinoscorpius rotundicauda (Latrielle).,"P S Chaudhuri, D K Nanda, R Debnath",1991,"The central nervous system of Carcinoscorpius rotundicauda contains two types of NSCs (A and B) differing as regards their size, cytoarchitecture and distribution. They are clearly distinguishable when stained with azan and Masson's trichrome, but react weakly to PAF and CHP. The A cells are large, with fine cytoplasm granules (NSM), and are distributed below the perineurium, while the B cells are much smaller, contain coarse granules and are distributed in the vicinity of the neuropil. The posterior third of the circumoesophageal ring and the abdominal ganglia contain a far larger number of NSCs compared to the anterior part of the CNS. The ability of NSC groups to form numerous axon bundles, decussation of the neurosecretory axons, the presence of a rich capillary network round neurosecretory perikaryons and the appearance of atypical neurons in the anteromedian part of the CNS are further striking features discussed with reference to the neurosecretory phylogeny of the species in question.",,
447,Direct virus inactivation of tachyplesin I and its isopeptides from horseshoe crab hemocytes.,"T Murakami, M Niwa, F Tokunaga, T Miyata, S Iwanaga",1991,"Direct virus inactivation of tachyplesin I and related isopeptides, which are antimicrobial peptides isolated from the hemocytes of the horseshoe crab (Tachypleus tridentatus and Limulus polyphemus), was examined against several viruses. Vesicular stomatitis virus (VSV) was inactivated by incubation with tachyplesin I and its isopeptides. Influenza A (H1N1) virus was slightly inactivated by tachyplesin I, whereas herpes simplex virus 1 and 2, adenovirus 1, reovirus 2 and poliovirus 1 were resistant to inactivation. The inactivation of VSV by tachyplesin I depended on the concentration, the time and the temperature of incubation. Pretreatment of tachyplesin I with trypsin or lipopolysaccharide of gram-negative bacteria entirely abolished the antiviral activity. Electron microscopy of VSV treated with tachyplesin I showed naked and damaged virions. These data suggest that tachyplesin I directly inactivates the VSV by destroying its envelope subunits.",10.1159/000238875,
448,"Proclotting enzyme from horseshoe crab hemocytes. cDNA cloning, disulfide locations, and subcellular localization.","T Muta, R Hashimoto, T Miyata, H Nishimura, Y Toh, S Iwanaga",1990,"Proclotting enzyme is an intracellular serine protease zymogen closely associated with an endotoxin-sensitive hemolymph coagulation system in limulus. Its active form, clotting enzyme, catalyzes conversion of coagulogen to insoluble coagulin gel. We present here the cDNA and amino acid sequences, disulfide locations, and subcellular localization of proclotting enzyme. The isolated cDNA for proclotting enzyme consists of 1,501 base pairs. The open reading frame of 1,125 base pairs encodes a sequence comprising 29 amino acid residues of prepro-sequence and 346 residues of the mature protein with a molecular mass of 38,194 Da. Three potential glycosylation sites for N-linked carbohydrate chains were confirmed to be glycosylated. Moreover, the zymogen contains six O-linked carbohydrate chains in the amino-terminal light chain generated after activation. The cleavage site that accompanies activation catalyzed by trypsin-like active factor B, proved to be an Arg-Ile bond. The resulting carboxyl-terminal heavy chain is composed of a typical serine protease domain, with a sequence similar to that of human coagulation factor XIa (34.5%) or factor Xa (34.1%). The light chain has a unique disulfide-knotted domain which shows no significant homology with any other known proteins. Thus, this proclotting enzyme has a mammalian serine protease domain and a structural domain not heretofore identified in coagulation and complement factors. Immunohistochemical studies showed that the proclotting enzyme is localized in large granules of hemocytes.",,
449,Antimicrobial tachyplesin peptide precursor. cDNA cloning and cellular localization in the horseshoe crab (Tachypleus tridentatus).,"T Shigenaga, T Muta, Y Toh, F Tokunaga, S Iwanaga",1990,"The hemocytes of the horseshoe crab have been found to contain a new family of Arthropodous antibiotics, termed the ""tachyplesin family."" These peptides are composed of 17-18 amino acid residues with a carboxyl-terminal arginine alpha-amide. We report here the entire cDNA sequence coding for the tachyplesin precursors and their distribution in various tissues of the horseshoe crab. Sequence analysis of the cloned cDNAs revealed that the tachyplesin precursors consist of 77 amino acids with 23 residues in a presegment, and that there are two types of mRNAs corresponding to the isopeptides tachyplesins I and II. Both precursors contain a putative signal peptide, a processing peptide sequence and a carboxyl-terminal amidation signal ""Gly-Lys-Arg"" connected to the mature tachyplesin peptide. Moreover, an unusual acidic amino acid cluster, Asp-Glu-Asp-Glu-Asp-Asp-Asp-Glu-Glu-COOH, is present in the carboxyl-terminal portions of both precursors. These results suggest that the two types of tachyplesin precursors are first synthesized as preproproteins and are then incorporated into the intracellular organelle, accompanied by various processing events. Northern blot analysis on a total RNA from various tissues of the horseshoe crab revealed that the tachyplesin precursors are expressed mainly in hemocytes and cardiac and brain tissues. Tachyplesin was immunohistochemically localized in the smaller dense granules rather than the typical large granules present in abundance in the hemocytes.",,
450,Dissociation of Limulus polyphemus (horseshoe crab) hemocyanin. I. Solution X-ray scattering study in equilibrium.,"K Kimura, Y Igarashi, A Kajita, Z X Wang, H Tsuruta, Y Amemiya, H Kihara",1990,"A solution X-ray scattering study has been performed on Limulus polyphemus (horseshoe crab) hemocyanin and its dissociated fragments at various pH values in the presence and absence of Ca2+. The scattering patterns of native hemocyanin (48-mer), the half molecule (24-mer), quarter molecule (12-mer) and monomer fraction were measured. The radii of gyration for the four molecular species were calculated from the Guinier plots to be 110.7, 91.3, 77.3, and 36.5 A, respectively. Models which yield good fits to the experimental data are presented. The models were constructed using eight, four and two spheres with a radius of 58 A, assuming the sphere to be the submultiple composed of six subunits. The radii of gyration were calculated on the basis of the model and the values found to be 106, 94 and 73 A, respectively, in good agreement with the experimental results.",10.1016/0301-4622(90)80036-7,
451,"Antimicrobial peptide, tachyplesin I, isolated from hemocytes of the horseshoe crab (Tachypleus tridentatus). NMR determination of the beta-sheet structure.","K Kawano, T Yoneya, T Miyata, K Yoshikawa, F Tokunaga, Y Terada, S Iwanaga",1990,"The conformation of tachyplesin I, an antimicrobial cationic peptide of 17 residues found in the hemocyte debris of horseshoe crab, was investigated using two-dimensional NMR spectroscopy. The 1H NMR spectrum of tachyplesin I in aqueous solution could be completely assigned, and the secondary structure was substantiated by interpretation of the nuclear Overhauser effect, coupling constant, amide exchange rate, and temperature dependence of the amide chemical shift. Tachyplesin I takes on a fairly rigid conformation constrained by two disulfide bridges and adopts a conformation consisting of an anti-parallel beta-sheet (residues 3-8 and 11-16) connected by a beta-turn (residues 8-11). In this planar conformation, five bulky hydrophobic side groups are localized in one side of the plane and six cationic side groups are distributed at the ""tail"" part of the molecule (residues 1-5 and 14-17). This amphipathic structure of the molecule is presumed to be closely associated with the bactericidal activity.",,
452,"Involvement of cyclic AMP in multiple, excitatory actions of biogenic amines on the cardiac ganglion of the horseshoe crab Limulus polyphemus.","J R Groome, W H Watson",1990,"Cyclic AMP appears to be involved in several excitatory actions of amines on neurones of the Limulus cardiac ganglion. Amines selectively increase levels of cardiac ganglion cyclic AMP with a magnitude and time course similar to that observed for amine-induced excitation of cardiac ganglion burst rate. With respect to either the physiological or biochemical effect, the apparent order of potency is octopamine greater than epinephrine approximately dopamine greater than norepinephrine. Elevation of cardiac ganglion cyclic AMP levels by octopamine or dopamine is dose-dependent and is potentiated by the phosphodiesterase inhibitor 3-isobutyl 1-methylxanthine (IBMX). Several pharmacological agents which influence cyclic nucleotide metabolism, including forskolin, IBMX and 8-substituted cyclic AMP analogues, have amine-like effects on the Limulus cardiac ganglion. These effects include increased burst rate of the isolated cardiac ganglion and decreased burst duration, interburst interval and number of spikes per burst in follower neurones. Forskolin and IBMX increase levels of cardiac ganglion cyclic AMP, and IBMX also increases cyclic GMP levels in this tissue. Amines, forskolin and IBMX have direct effects on follower neurones pharmacologically isolated from pacemaker cell input. Octopamine, forskolin and IBMX depolarize follower neurones, while dopamine hyperpolarizes these cells. Amines, forskolin and IBMX elicit burst-like potentials in follower neurones, and increase the size of evoked, unitary junction potentials recorded in cardiac muscle fibres. These pharmacological and biochemical data suggest that multiple, excitatory effects of biogenic amines on the Limulus cardiac ganglion are mediated by simultaneous increases in cyclic AMP at several loci within this neural network.",10.1242/jeb.152.1.313,
453,"Identification of proctolin in the central nervous system of the horseshoe crab, Limulus polyphemus.","J R Groome, E K Tillinghast, M A Townley, A Vetrovs, W H Watson, D F Hunt, P R Griffin, J E Alexander, J Shabanowitz",1990,"A proctolin-like peptide was isolated from the prosomal CNS of the chelicerate arthropod, Limulus, and purified using size exclusion, ion exchange and high performance liquid chromatography. Coincident bioassay (cockroach hindgut) and radioimmunoassay were employed to identify fractions which contained proctolin-like material. Proctolin-like activity coeluted with synthetic proctolin with all three chromatographic techniques employed. When applied to either the Limulus heart or hindgut preparations, purified Limulus proctolin produced excitatory responses which were indistinguishable from those produced by the synthetic peptide. Purified samples of the Limulus proctolin-like peptide were subjected to Edman degradation and tandem mass spectrometry and the amino acid sequence of the Limulus peptide was determined to be identical to that of cockroach proctolin (H-Arg-Tyr-Leu-Pro-Thr-OH). The presence of proctolin in the Limulus CNS and its biological action on the isolated heart and hindgut suggest a physiological role for this peptide in the regulation of cardiac output and hindgut motility.",10.1016/0196-9781(90)90072-d,
454,The Horseshoe Crab Tachypleus tridentatus has Two Kinds of Hemocytes: Granulocytes and Plasmatocytes.,"P P Jakobsen, P Suhr-Jessen",1990,"For the first time, the fine structure of the hemocytes from the horseshoe crab Tachypleus tridentatus is investigated by transmission electron microscopy and light microscopy serial sectioning. Two morphologically distinct, ellipsoidal, and mononucleate hemocytes--granulocytes (amebocytes) and plasmatocytes--are revealed. Granulocytes constitute about 97% of the hemocytes. They have a marginal band of microtubules, a heterochromatic nucleus, distended but poorly developed RER, few free ribosomes, few mitochondria, and many large secretory granules. The majority of these granules have a uniform content and are mature. Structured granules located in the proximity of Golgi complexes may be immature transitional stages leading to the mature uniform granules. Upon stimulation with endotoxin from gram negative bacteria, the mature granules become transitory structured before exocytosis. In contrast, the immature granules are not exocytosed. Plasmatocytes constitute about 3% of the hemocytes. They differ from granulocytes by having an euchromatic nucleus, a well-developed RER of flattened or tubular cisternae, many free ribosomes, many mitochondria, but only few, if any, large secretory granules. Apparently, plasmatocytes are not affected by endotoxin. The relationship and possible functions of granulocytes and plasmatocytes are discussed and compared with those of the horseshoe crab, Limulus polyphemus.",10.2307/1541537,
455,Primary structures and functions of anti-lipopolysaccharide factor and tachyplesin peptide found in horseshoe crab hemocytes.,"T Muta, T Nakamura, H Furunaka, F Tokunaga, T Miyata, M Niwa, S Iwanaga",1990,,10.1007/978-1-4757-5140-6_24,
456,Biological activities of anti-LPS factor and LPS binding peptide from horseshoe crab amoebocytes.,"M Niwa, H Hua, S Iwanaga, T Morita, T Miyata, T Nakamura, J Aketagawa, T Muta, F Tokunaga, K Ohashi",1990,,10.1007/978-1-4757-5140-6_23,
457,"Sequence similarity between alpha 2-macroglobulin from the horseshoe crab, Limulus polyphemus, and proteins of the alpha 2-macroglobulin family from mammals.","L Sottrup-Jensen, W Borth, M Hall, J P Quigley, P B Armstrong",1990,"1. Purified alpha 2-macroglobulin (alpha 2M) from the American horseshoe crab, Limulus polyphemus was cleaved with trypsin and 20 of the tryptic peptides were sequenced and compared with the sequences of human alpha 2M, rat alpha 1M, alpha 2M, and alpha 1-inhibitor 3, and human complement proteins C3 and C4. 2. Ten of the peptides (233 residues), including that containing the thiol ester site, could be aligned unambiguously with stretches in mammalian alpha 2M, with a degree of identity greater than 30%. 3. The 12-residue thiol ester-containing peptide of Limulus alpha 2M showed 67% identity with the same stretch of human alpha 2M.",10.1016/0305-0491(90)90066-3,
